time_steps,reward ep.,length
327680,0.2859999999999996,301.0
655360,1.0059999999999998,301.0
983040,1.578,301.0
1310720,2.1700000000000004,301.0
1638400,2.63,301.0
1966080,3.2359999999999998,301.0
2293760,3.6879999999999997,301.0
2621440,4.26,301.0
2949120,4.6579999999999995,301.0
3276800,4.9239999999999995,301.0
3604480,5.2,293.8
3932160,5.417999999999999,301.0
4259840,5.970000000000001,301.0
4587520,6.05,301.0
4915200,6.49,301.0
5242880,6.56,301.0
5570560,6.574,301.0
5898240,6.6659999999999995,301.0
6225920,7.048,301.0
6553600,6.9799999999999995,301.0
6881280,7.367999999999999,301.0
7208960,7.314,301.0
7536640,7.624,301.0
7864320,7.708,298.8
8192000,7.67,295.6
8519680,7.720000000000001,292.0
8847360,7.967999999999999,301.0
9175040,7.74,283.4
9502720,8.225999999999999,301.0
9830400,7.789999999999999,278.6
10158080,8.191999999999998,291.2
10485760,8.319999999999999,301.0
10813440,8.681999999999999,301.0
11141120,8.315999999999999,291.6
11468800,6.891999999999999,244.4
11796480,8.406,292.4
12124160,7.572,258.0
12451840,8.918,301.0
12779520,9.14,300.6
13107200,7.544000000000001,252.0
13434880,9.010000000000002,301.0
13762560,9.446,301.0
14090240,8.746,282.8
14417920,9.576,301.0
14745600,9.669999999999996,300.6
15073280,9.624,299.2
15400960,9.72,300.0
15728640,8.554,260.4
16056320,7.622000000000002,231.2
16384000,9.922,301.0
16711680,8.632000000000001,261.8
17039360,9.724,296.8
17367040,9.762,294.4
17694720,9.768,301.0
18022400,9.91,299.0
18350080,9.663999999999998,301.0
18677760,10.245999999999999,301.0
19005440,9.343999999999998,277.6
19333120,9.892,295.2
19660800,9.848000000000003,301.0
19988480,9.291999999999998,275.0
20316160,9.986,301.0
20643840,10.059999999999999,301.0
20971520,9.861999999999998,294.8
21299200,10.107999999999997,300.8
21626880,9.588000000000001,288.4
21954560,9.186,268.4
22282240,10.343999999999998,301.0
22609920,9.831999999999999,295.0
22937600,9.748,300.4
23265280,9.260000000000002,266.8
23592960,10.696,300.4
23920640,10.416,298.4
24248320,10.435999999999998,301.0
24576000,10.452,291.8
24903680,10.303999999999998,301.0
25231360,10.574,301.0
25559040,8.478000000000002,252.4
25886720,10.276,297.2
