time_steps,reward ep.,length
5120,0.0,151.0
10240,0.0,151.0
15360,1.0,45.8
20480,1.0,36.8
25600,1.0,29.2
30720,1.0,30.8
35840,1.0,29.2
40960,1.0,29.6
46080,1.0,24.8
