time_steps,reward ep.,length
327680,0.43242175579071046,13.4
655360,0.5383895039558411,19.2
983040,0.5473349213600158,20.0
1310720,0.5504412055015564,20.0
1638400,0.5577271342277527,20.0
1966080,0.5752233743667603,21.0
2293760,0.5848323225975036,20.8
2621440,0.595484447479248,20.8
2949120,0.6067080140113831,21.0
3276800,0.6176632046699524,23.0
3604480,0.626334035396576,23.0
3932160,0.6310327410697937,24.0
4259840,0.6324503779411316,23.2
4587520,0.6341896295547486,23.2
4915200,0.6385993957519531,23.2
5242880,0.6403779745101928,23.0
5570560,0.6433990955352783,23.0
5898240,0.6460512638092041,24.0
6225920,0.645673930644989,23.0
6553600,0.6483793139457703,23.0
6881280,0.6502335906028748,23.0
7208960,0.6501641392707824,23.0
7536640,0.6525809288024902,23.0
7864320,0.6531357049942017,23.0
8192000,0.6539780616760253,23.0
8519680,0.6543325304985046,23.0
8847360,0.6560281157493592,23.0
9175040,0.6556170463562012,23.0
9502720,0.6582721710205078,23.0
9830400,0.6570904493331909,23.0
10158080,0.6598196506500245,23.0
10485760,0.6590788006782532,23.0
10813440,0.658273983001709,23.0
11141120,0.6606289267539978,23.0
11468800,0.6608027338981628,23.0
11796480,0.6603264927864074,23.0
12124160,0.6619315385818482,23.0
12451840,0.6599915742874145,23.0
12779520,0.6619804263114929,23.0
13107200,0.6608535647392273,23.0
13434880,0.6628209948539734,23.0
13762560,0.6616040825843811,23.0
14090240,0.6652241706848144,23.0
14417920,0.6634822010993957,23.0
14745600,0.6647887825965881,23.0
15073280,0.663276219367981,23.0
15400960,0.6640996932983398,23.0
15728640,0.6642539262771606,23.0
16056320,0.6641467928886413,23.0
16384000,0.6649340867996216,23.0
16711680,0.6611400127410889,23.0
17039360,0.6634257674217224,23.0
17367040,0.6648078203201294,23.0
17694720,0.6647729873657227,23.0
18022400,0.6651247143745422,23.0
18350080,0.6656636357307434,23.0
18677760,0.666433310508728,23.0
19005440,0.6658414244651795,23.0
19333120,0.6676412701606751,23.8
19660800,0.6686959266662598,23.0
19988480,0.6695208311080932,23.0
20316160,0.6688494324684143,23.0
20643840,0.6674255847930908,23.0
20971520,0.6692257881164551,23.0
21299200,0.668977928161621,23.0
21626880,0.6695228934288024,23.0
21954560,0.6698263645172119,23.0
22282240,0.6691798329353332,23.0
22609920,0.6697404503822326,23.0
22937600,0.667836332321167,23.0
23265280,0.671174681186676,23.0
23592960,0.6696443796157837,23.0
23920640,0.6698598265647888,23.0
24248320,0.6698853850364686,23.0
24576000,0.6712448239326477,23.0
24903680,0.670310115814209,23.0
25231360,0.6720627427101136,23.0
25559040,0.670021140575409,23.0
25886720,0.6734724044799805,23.0
26214400,0.6698053240776062,23.0
26542080,0.6730691909790039,23.0
26869760,0.6727644324302673,23.0
27197440,0.6734476685523987,23.2
27525120,0.6694383502006531,23.0
27852800,0.6718277335166931,23.0
28180480,0.6735729217529297,23.0
28508160,0.6711851000785828,23.0
28835840,0.6741537809371948,23.0
29163520,0.6744729042053222,23.0
29491200,0.6734250068664551,23.0
29818880,0.6737059712409973,23.0
