time_steps,reward ep.,length
327680,0.46992400884628294,8.4
655360,0.5868782520294189,10.0
983040,0.5874390244483948,10.0
1310720,0.590417492389679,10.0
1638400,0.5930126786231995,10.0
1966080,0.5948833107948304,10.0
2293760,0.5990715026855469,10.0
2621440,0.5991981625556946,10.0
2949120,0.599031949043274,10.0
3276800,0.6017893433570862,10.0
3604480,0.6021338820457458,10.0
3932160,0.6041037201881408,10.0
4259840,0.6049411177635193,10.0
4587520,0.6065877676010132,10.0
4915200,0.6062732934951782,10.0
5242880,0.6089240193367005,10.0
5570560,0.6082797288894654,10.0
5898240,0.6083872199058533,10.0
6225920,0.6092443585395813,10.0
6553600,0.6108513474464417,10.0
6881280,0.6098405480384826,10.0
7208960,0.6113551378250122,10.0
7536640,0.6112135171890258,10.0
7864320,0.6099445581436157,10.0
8192000,0.6116566181182861,10.0
8519680,0.611817741394043,10.0
8847360,0.6123162746429444,10.0
9175040,0.6138376355171203,10.0
9502720,0.6126331806182861,10.0
9830400,0.6120196580886841,10.0
10158080,0.6136286377906799,10.0
10485760,0.6143761396408081,10.0
10813440,0.6133581280708313,10.0
11141120,0.6135668516159057,10.0
11468800,0.6142273545265198,10.0
11796480,0.6136043429374695,10.0
12124160,0.6160078287124634,10.0
12451840,0.6139557480812072,10.0
12779520,0.6150515675544739,10.0
13107200,0.6158258199691773,10.0
13434880,0.6145976066589356,10.0
13762560,0.6160270214080811,10.0
14090240,0.615262258052826,10.0
14417920,0.6173277139663697,10.0
14745600,0.61590735912323,10.0
15073280,0.6157914400100708,10.0
15400960,0.6169671297073365,10.0
15728640,0.6161229848861695,10.0
16056320,0.6165066599845886,10.0
16384000,0.616833508014679,10.0
16711680,0.6170801997184754,10.0
17039360,0.6179491639137268,10.0
17367040,0.6174007773399353,10.0
17694720,0.6164592742919922,10.0
18022400,0.6183449387550354,10.0
18350080,0.6178895831108093,10.0
18677760,0.6180947184562683,10.0
19005440,0.6172402858734131,10.0
19333120,0.6175930857658386,10.0
19660800,0.6182882070541382,10.0
19988480,0.6181383252143859,10.0
20316160,0.6187449812889099,10.0
20643840,0.6182228565216065,10.0
20971520,0.6184414386749267,10.0
21299200,0.6175649523735046,10.0
21626880,0.6192635297775269,10.0
21954560,0.6178943634033203,10.0
22282240,0.6192886590957641,10.0
22609920,0.618207585811615,10.8
22937600,0.6176304340362548,10.0
23265280,0.617706298828125,10.0
23592960,0.6176323652267456,10.2
23920640,0.6199328184127808,10.0
24248320,0.6182830929756165,10.0
24576000,0.6182182908058167,10.0
24903680,0.6180729866027832,10.0
25231360,0.6163541078567505,10.0
25559040,0.6127900123596192,10.0
25886720,0.6180628657341003,10.0
26214400,0.6163977146148681,10.2
26542080,0.6159924864768982,10.2
26869760,0.6156841874122619,10.0
27197440,0.6162723422050476,10.0
27525120,0.6177222490310669,10.0
27852800,0.616708505153656,10.0
28180480,0.6187411904335022,10.0
28508160,0.6178484082221984,10.0
28835840,0.6187332510948181,10.0
29163520,0.6182862758636475,10.0
29491200,0.6178597688674927,10.0
